[*] Running ACS optimization...
[*] Training with 30 students
[*] Trial 0: 18670.75
[*] Trial 1: 2693.6875
[*] Trial 2: 2693.6875
[*] Trial 3: 2693.6875
[*] Trial 4: 2670.875
[*] Trial 5: 2670.875
[*] Trial 6: 2670.875
[*] Trial 7: 2670.875
[*] Trial 8: 1659.25
[*] Trial 9: 1659.25
[*] Trial 10: 1654.3125
[*] Trial 11: 1626.6875
[*] Trial 12: 1626.6875
[*] Trial 13: 1626.6875
[*] Trial 14: 1626.6875
[*] Trial 15: 1626.6875
[*] Trial 16: 1626.6875
[*] Trial 17: 1626.6875
[*] Trial 18: 1626.6875
[*] Trial 19: 1626.6875
[*] Trial 20: 1626.6875
[*] Trial 21: 1626.6875
[*] Trial 22: 1626.6875
[*] Trial 23: 1626.6875
[*] Trial 24: 1626.6875
[*] Trial 25: 1626.6875
[*] Trial 26: 1626.6875
[*] Trial 27: 1626.6875
[*] Trial 28: 1626.6875
[*] Trial 29: 1625.1875
[*] Trial 30: 1625.1875
[*] Trial 31: 1625.1875
[*] Trial 32: 1625.1875
[*] Trial 33: 1625.1875
[*] Trial 34: 1625.1875
[*] Trial 35: 1625.1875
[*] Trial 36: 1625.1875
[*] Trial 37: 1625.1875
[*] Trial 38: 1625.1875
[*] Trial 39: 1625.1875
[*] Trial 40: 1625.1875
[*] Trial 41: 1625.1875
[*] Trial 42: 1621.5625
[*] Trial 43: 1621.5625
[*] Trial 44: 1621.5625
[*] Trial 45: 1621.5625
[*] Trial 46: 1621.5625
[*] Trial 47: 1621.5625
[*] Trial 48: 1621.5625
[*] Trial 49: 1621.5625
[*] min objective value:
1621.5625
