[*] Running ACS optimization...
[*] Training with 30 students
[*] Trial 0: 25695.5
[*] Trial 1: 16706.125
[*] Trial 2: 16706.125
[*] Trial 3: 16706.125
[*] Trial 4: 15697.625
[*] Trial 5: 15671.8125
[*] Trial 6: 15671.8125
[*] Trial 7: 15671.8125
[*] Trial 8: 14680.375
[*] Trial 9: 5686.0
[*] Trial 10: 4694.25
[*] Trial 11: 4694.25
[*] Trial 12: 4694.25
[*] Trial 13: 4694.25
[*] Trial 14: 4671.75
[*] Trial 15: 4671.75
[*] Trial 16: 4671.75
[*] Trial 17: 4671.75
[*] Trial 18: 4671.75
[*] Trial 19: 4671.75
[*] Trial 20: 4671.75
[*] Trial 21: 4671.75
[*] Trial 22: 2653.8125
[*] Trial 23: 2653.8125
[*] Trial 24: 2653.8125
[*] Trial 25: 2653.8125
[*] Trial 26: 2653.8125
[*] Trial 27: 2653.8125
[*] Trial 28: 2653.8125
[*] Trial 29: 2653.8125
[*] Trial 30: 2653.8125
[*] Trial 31: 2653.8125
[*] Trial 32: 2653.8125
[*] Trial 33: 2653.8125
[*] Trial 34: 2653.8125
[*] Trial 35: 2653.8125
[*] Trial 36: 2653.8125
[*] Trial 37: 2653.8125
[*] Trial 38: 2653.8125
[*] Trial 39: 2653.8125
[*] Trial 40: 2653.8125
[*] Trial 41: 2653.8125
[*] Trial 42: 2653.8125
[*] Trial 43: 2653.8125
[*] Trial 44: 2653.8125
[*] Trial 45: 2653.8125
[*] Trial 46: 2653.8125
[*] Trial 47: 1644.5625
[*] Trial 48: 1644.5625
[*] Trial 49: 1644.5625
[*] min objective value:
1644.5625
