[*] Running ACS optimization...
[*] Training with 30 students
[*] Trial 0: 13668.6875
[*] Trial 1: 13668.6875
[*] Trial 2: 13668.6875
[*] Trial 3: 13668.6875
[*] Trial 4: 13668.6875
[*] Trial 5: 13668.6875
[*] Trial 6: 13668.6875
[*] Trial 7: 13668.6875
[*] Trial 8: 13668.6875
[*] Trial 9: 13668.6875
[*] Trial 10: 13668.6875
[*] Trial 11: 13668.6875
[*] Trial 12: 13668.6875
[*] Trial 13: 13668.6875
[*] Trial 14: 13668.6875
[*] Trial 15: 13668.6875
[*] Trial 16: 13668.6875
[*] Trial 17: 13668.6875
[*] Trial 18: 13668.6875
[*] Trial 19: 13668.6875
[*] Trial 20: 13668.6875
[*] Trial 21: 13668.6875
[*] Trial 22: 13668.6875
[*] Trial 23: 13668.6875
[*] Trial 24: 13668.6875
[*] Trial 25: 13668.6875
[*] Trial 26: 13668.6875
[*] Trial 27: 13668.6875
[*] Trial 28: 13668.6875
[*] Trial 29: 13668.6875
[*] Trial 30: 13668.6875
[*] Trial 31: 13668.6875
[*] Trial 32: 13668.6875
[*] Trial 33: 13668.6875
[*] Trial 34: 13668.6875
[*] Trial 35: 13668.6875
[*] Trial 36: 13668.6875
[*] Trial 37: 13668.6875
[*] Trial 38: 13668.6875
[*] Trial 39: 13668.6875
[*] Trial 40: 13668.6875
[*] Trial 41: 13668.6875
[*] Trial 42: 13668.6875
[*] Trial 43: 13668.6875
[*] Trial 44: 13668.6875
[*] Trial 45: 13668.6875
[*] Trial 46: 13668.6875
[*] Trial 47: 13668.6875
[*] Trial 48: 13668.6875
[*] Trial 49: 13668.6875
[*] min objective value:
13668.6875
