[*] Running ACS optimization...
[*] Training with 30 students
[*] Trial 0: 15680.5625
[*] Trial 1: 9722.25
[*] Trial 2: 9722.25
[*] Trial 3: 9722.25
[*] Trial 4: 9722.25
[*] Trial 5: 9722.25
[*] Trial 6: 9722.25
[*] Trial 7: 9722.25
[*] Trial 8: 9722.25
[*] Trial 9: 9722.25
[*] Trial 10: 9722.25
[*] Trial 11: 9722.25
[*] Trial 12: 9722.25
[*] Trial 13: 9722.25
[*] Trial 14: 9722.25
[*] Trial 15: 9722.25
[*] Trial 16: 9722.25
[*] Trial 17: 9722.25
[*] Trial 18: 9722.25
[*] Trial 19: 9722.25
[*] Trial 20: 9722.25
[*] Trial 21: 9722.25
[*] Trial 22: 9722.25
[*] Trial 23: 9722.25
[*] Trial 24: 9722.25
[*] Trial 25: 9722.25
[*] Trial 26: 9722.25
[*] Trial 27: 9722.25
[*] Trial 28: 9722.25
[*] Trial 29: 9722.25
[*] Trial 30: 9722.25
[*] Trial 31: 9722.25
[*] Trial 32: 9722.25
[*] Trial 33: 9722.25
[*] Trial 34: 9722.25
[*] Trial 35: 9722.25
[*] Trial 36: 9722.25
[*] Trial 37: 9722.25
[*] Trial 38: 9722.25
[*] Trial 39: 9722.25
[*] Trial 40: 9722.25
[*] Trial 41: 9722.25
[*] Trial 42: 9722.25
[*] Trial 43: 9722.25
[*] Trial 44: 9722.25
[*] Trial 45: 9722.25
[*] Trial 46: 9722.25
[*] Trial 47: 9722.25
[*] Trial 48: 9722.25
[*] Trial 49: 9722.25
[*] min objective value:
9722.25
