[*] Running ACS optimization...
[*] Training with 30 students
[*] Trial 0: 4660.9375
[*] Trial 1: 4660.9375
[*] Trial 2: 4660.9375
[*] Trial 3: 4660.9375
[*] Trial 4: 4660.9375
[*] Trial 5: 4660.9375
[*] Trial 6: 4660.9375
[*] Trial 7: 4660.9375
[*] Trial 8: 2644.625
[*] Trial 9: 2644.625
[*] Trial 10: 1645.8125
[*] Trial 11: 1645.8125
[*] Trial 12: 1638.0625
[*] Trial 13: 1638.0625
[*] Trial 14: 1638.0625
[*] Trial 15: 1638.0625
[*] Trial 16: 1638.0625
[*] Trial 17: 1638.0625
[*] Trial 18: 1638.0625
[*] Trial 19: 1638.0625
[*] Trial 20: 1638.0625
[*] Trial 21: 1638.0625
[*] Trial 22: 1631.8125
[*] Trial 23: 1631.8125
[*] Trial 24: 1631.8125
[*] Trial 25: 1631.8125
[*] Trial 26: 1631.8125
[*] Trial 27: 1631.8125
[*] Trial 28: 1631.8125
[*] Trial 29: 1631.8125
[*] Trial 30: 1631.8125
[*] Trial 31: 1631.8125
[*] Trial 32: 1631.8125
[*] Trial 33: 1631.8125
[*] Trial 34: 1631.8125
[*] Trial 35: 1631.8125
[*] Trial 36: 1631.8125
[*] Trial 37: 1631.8125
[*] Trial 38: 1631.8125
[*] Trial 39: 1631.8125
[*] Trial 40: 1631.8125
[*] Trial 41: 1631.8125
[*] Trial 42: 1621.8125
[*] Trial 43: 1621.8125
[*] Trial 44: 1621.8125
[*] Trial 45: 1621.8125
[*] Trial 46: 1621.8125
[*] Trial 47: 1621.8125
[*] Trial 48: 1621.8125
[*] Trial 49: 1621.8125
[*] min objective value:
1621.8125
