[*] Running ACS optimization...
[*] Training with 30 students
[*] Trial 0: 33664.1875
[*] Trial 1: 11782.75
[*] Trial 2: 11778.5
[*] Trial 3: 11778.5
[*] Trial 4: 11778.5
[*] Trial 5: 11778.5
[*] Trial 6: 11778.5
[*] Trial 7: 11778.5
[*] Trial 8: 11778.5
[*] Trial 9: 11778.5
[*] Trial 10: 11778.5
[*] Trial 11: 11778.5
[*] Trial 12: 11778.5
[*] Trial 13: 11778.5
[*] Trial 14: 11778.5
[*] Trial 15: 11778.5
[*] Trial 16: 11778.5
[*] Trial 17: 11778.5
[*] Trial 18: 11778.5
[*] Trial 19: 11778.5
[*] Trial 20: 11778.5
[*] Trial 21: 11778.5
[*] Trial 22: 11778.5
[*] Trial 23: 11778.5
[*] Trial 24: 11778.5
[*] Trial 25: 11778.5
[*] Trial 26: 11778.5
[*] Trial 27: 11778.5
[*] Trial 28: 11778.5
[*] Trial 29: 11778.5
[*] Trial 30: 11778.5
[*] Trial 31: 11778.5
[*] Trial 32: 11778.5
[*] Trial 33: 11778.5
[*] Trial 34: 11778.5
[*] Trial 35: 11778.5
[*] Trial 36: 11778.5
[*] Trial 37: 11778.5
[*] Trial 38: 11778.5
[*] Trial 39: 11778.5
[*] Trial 40: 11778.5
[*] Trial 41: 11778.5
[*] Trial 42: 11778.5
[*] Trial 43: 11778.5
[*] Trial 44: 11778.5
[*] Trial 45: 10778.4375
[*] Trial 46: 10778.4375
[*] Trial 47: 10778.4375
[*] Trial 48: 10778.4375
[*] Trial 49: 10778.4375
[*] min objective value:
10778.4375
