[*] Running ACS optimization...
[*] Training with 30 students
C:\Users\22973\Desktop\meevo-main\meevo\evaluators\acs\gpt.py:24: RuntimeWarning:

overflow encountered in exp

C:\Users\22973\Desktop\meevo-main\meevo\evaluators\acs\gpt.py:24: RuntimeWarning:

invalid value encountered in multiply

[*] Trial 0: 25692.75
[*] Trial 1: 15670.4375
[*] Trial 2: 15670.4375
[*] Trial 3: 7694.125
[*] Trial 4: 7694.125
[*] Trial 5: 7694.125
[*] Trial 6: 7694.125
[*] Trial 7: 5698.25
[*] Trial 8: 5698.25
[*] Trial 9: 5698.25
[*] Trial 10: 5698.25
[*] Trial 11: 5698.25
[*] Trial 12: 5698.25
[*] Trial 13: 5698.25
[*] Trial 14: 5698.25
[*] Trial 15: 5698.25
[*] Trial 16: 5698.25
[*] Trial 17: 5698.25
[*] Trial 18: 5698.25
[*] Trial 19: 5698.25
[*] Trial 20: 5698.25
[*] Trial 21: 5698.25
[*] Trial 22: 5698.25
[*] Trial 23: 5698.25
[*] Trial 24: 5698.25
[*] Trial 25: 5698.25
[*] Trial 26: 5698.25
[*] Trial 27: 5698.25
[*] Trial 28: 5698.25
[*] Trial 29: 5698.25
[*] Trial 30: 5698.25
[*] Trial 31: 5698.25
[*] Trial 32: 5698.25
[*] Trial 33: 5698.25
[*] Trial 34: 5698.25
[*] Trial 35: 5698.25
[*] Trial 36: 5698.25
[*] Trial 37: 5698.25
[*] Trial 38: 5698.25
[*] Trial 39: 5698.25
[*] Trial 40: 5698.25
[*] Trial 41: 5698.25
[*] Trial 42: 5698.25
[*] Trial 43: 5698.25
[*] Trial 44: 5698.25
[*] Trial 45: 5698.25
[*] Trial 46: 5698.25
[*] Trial 47: 5698.25
[*] Trial 48: 5698.25
[*] Trial 49: 5698.25
[*] min objective value:
5698.25
