[*] Running ACS optimization...
[*] Training with 30 students
[*] Trial 0: 7683.5625
[*] Trial 1: 6686.0
[*] Trial 2: 6686.0
[*] Trial 3: 6686.0
[*] Trial 4: 6686.0
[*] Trial 5: 6686.0
[*] Trial 6: 6686.0
[*] Trial 7: 6686.0
[*] Trial 8: 6686.0
[*] Trial 9: 6686.0
[*] Trial 10: 6686.0
[*] Trial 11: 6686.0
[*] Trial 12: 6686.0
[*] Trial 13: 6686.0
[*] Trial 14: 6686.0
[*] Trial 15: 6686.0
[*] Trial 16: 6686.0
[*] Trial 17: 6686.0
[*] Trial 18: 6686.0
[*] Trial 19: 6673.3125
[*] Trial 20: 6673.3125
[*] Trial 21: 6668.3125
[*] Trial 22: 6668.3125
[*] Trial 23: 6668.3125
[*] Trial 24: 6668.3125
[*] Trial 25: 6668.3125
[*] Trial 26: 6668.3125
[*] Trial 27: 5664.3125
[*] Trial 28: 5664.3125
[*] Trial 29: 5664.3125
[*] Trial 30: 4660.3125
[*] Trial 31: 4660.3125
[*] Trial 32: 3657.3125
[*] Trial 33: 2658.375
[*] Trial 34: 2658.375
[*] Trial 35: 2658.375
[*] Trial 36: 2658.375
[*] Trial 37: 2658.375
[*] Trial 38: 2655.9375
[*] Trial 39: 2655.9375
[*] Trial 40: 2655.9375
[*] Trial 41: 2655.9375
[*] Trial 42: 2655.9375
[*] Trial 43: 2655.9375
[*] Trial 44: 2650.9375
[*] Trial 45: 2650.9375
[*] Trial 46: 2650.9375
[*] Trial 47: 2650.9375
[*] Trial 48: 2649.1875
[*] Trial 49: 2649.1875
[*] min objective value:
2649.1875
