[*] Running ACS optimization...
[*] Training with 30 students
[*] Trial 0: 14659.3125
[*] Trial 1: 14659.3125
[*] Trial 2: 14659.3125
[*] Trial 3: 14659.3125
[*] Trial 4: 14659.3125
[*] Trial 5: 14659.3125
[*] Trial 6: 14659.3125
[*] Trial 7: 14659.3125
[*] Trial 8: 14659.3125
[*] Trial 9: 9694.6875
[*] Trial 10: 9694.6875
[*] Trial 11: 9694.6875
[*] Trial 12: 9694.6875
[*] Trial 13: 9694.6875
[*] Trial 14: 9694.6875
[*] Trial 15: 9694.6875
[*] Trial 16: 9694.6875
[*] Trial 17: 9694.6875
[*] Trial 18: 9694.6875
[*] Trial 19: 9694.6875
[*] Trial 20: 9694.6875
[*] Trial 21: 9694.6875
[*] Trial 22: 9694.6875
[*] Trial 23: 6657.8125
[*] Trial 24: 6657.8125
[*] Trial 25: 6657.8125
[*] Trial 26: 6657.8125
[*] Trial 27: 6657.8125
[*] Trial 28: 2655.75
[*] Trial 29: 2655.75
[*] Trial 30: 2655.75
[*] Trial 31: 2655.75
[*] Trial 32: 2655.75
[*] Trial 33: 2655.75
[*] Trial 34: 2655.75
[*] Trial 35: 2655.75
[*] Trial 36: 2655.75
[*] Trial 37: 2655.75
[*] Trial 38: 2655.75
[*] Trial 39: 2655.75
[*] Trial 40: 2655.75
[*] Trial 41: 2655.75
[*] Trial 42: 2655.75
[*] Trial 43: 2655.75
[*] Trial 44: 2655.75
[*] Trial 45: 2655.75
[*] Trial 46: 2655.75
[*] Trial 47: 2655.75
[*] Trial 48: 2655.75
[*] Trial 49: 2655.75
[*] min objective value:
2655.75
