[*] Running ACS optimization...
[*] Training with 30 students
[*] Trial 0: 25688.875
[*] Trial 1: 22670.75
[*] Trial 2: 22670.75
[*] Trial 3: 22670.75
[*] Trial 4: 22670.75
[*] Trial 5: 22670.75
[*] Trial 6: 22670.75
[*] Trial 7: 21626.6875
[*] Trial 8: 11630.875
[*] Trial 9: 11630.875
[*] Trial 10: 11630.875
[*] Trial 11: 11630.875
[*] Trial 12: 11630.875
[*] Trial 13: 11630.875
[*] Trial 14: 11630.875
[*] Trial 15: 11630.875
[*] Trial 16: 11630.875
[*] Trial 17: 11630.875
[*] Trial 18: 11630.875
[*] Trial 19: 11630.875
[*] Trial 20: 11630.875
[*] Trial 21: 11630.875
[*] Trial 22: 11630.875
[*] Trial 23: 11630.875
[*] Trial 24: 11630.875
[*] Trial 25: 11630.875
[*] Trial 26: 11630.875
[*] Trial 27: 11630.875
[*] Trial 28: 11630.875
[*] Trial 29: 11630.875
[*] Trial 30: 11630.875
[*] Trial 31: 11630.875
[*] Trial 32: 11630.875
[*] Trial 33: 11630.875
[*] Trial 34: 11630.875
[*] Trial 35: 11630.875
[*] Trial 36: 11630.875
[*] Trial 37: 11630.875
[*] Trial 38: 11630.875
[*] Trial 39: 11630.875
[*] Trial 40: 11630.875
[*] Trial 41: 11630.875
[*] Trial 42: 11630.875
[*] Trial 43: 11630.875
[*] Trial 44: 11630.875
[*] Trial 45: 11630.875
[*] Trial 46: 11630.875
[*] Trial 47: 11630.875
[*] Trial 48: 11630.875
[*] Trial 49: 11630.875
[*] min objective value:
11630.875
