[*] Running ACS optimization...
[*] Training with 30 students
[*] Trial 0: 26662.8125
[*] Trial 1: 26662.8125
[*] Trial 2: 26662.8125
[*] Trial 3: 26662.8125
[*] Trial 4: 26662.8125
[*] Trial 5: 26662.8125
[*] Trial 6: 26662.8125
[*] Trial 7: 26662.8125
[*] Trial 8: 16659.1875
[*] Trial 9: 15662.0625
[*] Trial 10: 15662.0625
[*] Trial 11: 15662.0625
[*] Trial 12: 15662.0625
[*] Trial 13: 15662.0625
[*] Trial 14: 15662.0625
[*] Trial 15: 15662.0625
[*] Trial 16: 15662.0625
[*] Trial 17: 15662.0625
[*] Trial 18: 15662.0625
[*] Trial 19: 15662.0625
[*] Trial 20: 15662.0625
[*] Trial 21: 15662.0625
[*] Trial 22: 15662.0625
[*] Trial 23: 15662.0625
[*] Trial 24: 15662.0625
[*] Trial 25: 15662.0625
[*] Trial 26: 15662.0625
[*] Trial 27: 15662.0625
[*] Trial 28: 15662.0625
[*] Trial 29: 15662.0625
[*] Trial 30: 15662.0625
[*] Trial 31: 15662.0625
[*] Trial 32: 15662.0625
[*] Trial 33: 15662.0625
[*] Trial 34: 15662.0625
[*] Trial 35: 5658.5
[*] Trial 36: 5658.5
[*] Trial 37: 5658.5
[*] Trial 38: 5658.5
[*] Trial 39: 5658.5
[*] Trial 40: 5658.5
[*] Trial 41: 5658.5
[*] Trial 42: 5658.5
[*] Trial 43: 5658.5
[*] Trial 44: 5658.5
[*] Trial 45: 5658.5
[*] Trial 46: 5658.5
[*] Trial 47: 5658.5
[*] Trial 48: 5658.5
[*] Trial 49: 5658.5
[*] min objective value:
5658.5
