[*] Running ACS optimization...
[*] Training with 30 students
[*] Trial 0: 25681.75
[*] Trial 1: 14677.8125
[*] Trial 2: 14677.8125
[*] Trial 3: 14677.8125
[*] Trial 4: 14677.8125
[*] Trial 5: 14677.8125
[*] Trial 6: 14677.8125
[*] Trial 7: 14677.8125
[*] Trial 8: 14677.8125
[*] Trial 9: 14677.8125
[*] Trial 10: 14677.8125
[*] Trial 11: 14677.8125
[*] Trial 12: 14677.8125
[*] Trial 13: 14677.8125
[*] Trial 14: 14677.8125
[*] Trial 15: 14677.8125
[*] Trial 16: 14677.8125
[*] Trial 17: 14677.8125
[*] Trial 18: 14677.8125
[*] Trial 19: 14677.8125
[*] Trial 20: 14677.8125
[*] Trial 21: 14677.8125
[*] Trial 22: 14677.8125
[*] Trial 23: 14677.8125
[*] Trial 24: 14677.8125
[*] Trial 25: 14677.8125
[*] Trial 26: 14677.8125
[*] Trial 27: 14677.8125
[*] Trial 28: 14677.8125
[*] Trial 29: 14677.8125
[*] Trial 30: 14677.8125
[*] Trial 31: 14677.8125
[*] Trial 32: 14677.8125
[*] Trial 33: 14677.8125
[*] Trial 34: 14677.8125
[*] Trial 35: 14677.8125
[*] Trial 36: 14677.8125
[*] Trial 37: 14677.8125
[*] Trial 38: 14677.8125
[*] Trial 39: 14677.8125
[*] Trial 40: 14677.8125
[*] Trial 41: 14677.8125
[*] Trial 42: 14677.8125
[*] Trial 43: 14677.8125
[*] Trial 44: 14677.8125
[*] Trial 45: 14677.8125
[*] Trial 46: 14677.8125
[*] Trial 47: 14677.8125
[*] Trial 48: 14677.8125
[*] Trial 49: 14677.8125
[*] min objective value:
14677.8125
