[*] Running ACS optimization...
[*] Training with 30 students
[*] Trial 0: 15687.375
[*] Trial 1: 15687.375
[*] Trial 2: 5680.625
[*] Trial 3: 5680.625
[*] Trial 4: 5680.625
[*] Trial 5: 4671.25
[*] Trial 6: 4671.25
[*] Trial 7: 4671.25
[*] Trial 8: 4666.0625
[*] Trial 9: 4666.0625
[*] Trial 10: 4666.0625
[*] Trial 11: 4666.0625
[*] Trial 12: 4666.0625
[*] Trial 13: 4666.0625
[*] Trial 14: 4666.0625
[*] Trial 15: 4666.0625
[*] Trial 16: 4666.0625
[*] Trial 17: 4666.0625
[*] Trial 18: 4666.0625
[*] Trial 19: 4666.0625
[*] Trial 20: 4666.0625
[*] Trial 21: 4666.0625
[*] Trial 22: 4666.0625
[*] Trial 23: 4666.0625
[*] Trial 24: 4666.0625
[*] Trial 25: 4666.0625
[*] Trial 26: 4666.0625
[*] Trial 27: 4666.0625
[*] Trial 28: 4666.0625
[*] Trial 29: 4666.0625
[*] Trial 30: 4666.0625
[*] Trial 31: 4666.0625
[*] Trial 32: 4666.0625
[*] Trial 33: 4666.0625
[*] Trial 34: 4666.0625
[*] Trial 35: 4666.0625
[*] Trial 36: 4666.0625
[*] Trial 37: 4666.0625
[*] Trial 38: 4666.0625
[*] Trial 39: 4666.0625
[*] Trial 40: 4666.0625
[*] Trial 41: 4666.0625
[*] Trial 42: 4666.0625
[*] Trial 43: 4666.0625
[*] Trial 44: 4666.0625
[*] Trial 45: 4666.0625
[*] Trial 46: 4666.0625
[*] Trial 47: 4666.0625
[*] Trial 48: 4666.0625
[*] Trial 49: 4666.0625
[*] min objective value:
4666.0625
