[*] Running ACS optimization...
[*] Training with 30 students
[*] Trial 0: 14688.4375
[*] Trial 1: 14683.6875
[*] Trial 2: 5683.375
[*] Trial 3: 5676.4375
[*] Trial 4: 5676.4375
[*] Trial 5: 5673.0625
[*] Trial 6: 5673.0625
[*] Trial 7: 5673.0625
[*] Trial 8: 5673.0625
[*] Trial 9: 5673.0625
[*] Trial 10: 4662.375
[*] Trial 11: 4662.375
[*] Trial 12: 4662.375
[*] Trial 13: 4662.375
[*] Trial 14: 4662.375
[*] Trial 15: 4662.375
[*] Trial 16: 4662.375
[*] Trial 17: 4662.375
[*] Trial 18: 4662.375
[*] Trial 19: 3674.5625
[*] Trial 20: 2666.125
[*] Trial 21: 2666.125
[*] Trial 22: 2666.125
[*] Trial 23: 2666.125
[*] Trial 24: 2666.125
[*] Trial 25: 2666.125
[*] Trial 26: 2666.125
[*] Trial 27: 2666.125
[*] Trial 28: 2666.125
[*] Trial 29: 2666.125
[*] Trial 30: 2666.125
[*] Trial 31: 2666.125
[*] Trial 32: 2666.125
[*] Trial 33: 2666.125
[*] Trial 34: 2666.125
[*] Trial 35: 2666.125
[*] Trial 36: 2666.125
[*] Trial 37: 2666.125
[*] Trial 38: 2666.125
[*] Trial 39: 2666.125
[*] Trial 40: 2666.125
[*] Trial 41: 2666.125
[*] Trial 42: 2666.125
[*] Trial 43: 2666.125
[*] Trial 44: 2666.125
[*] Trial 45: 2666.125
[*] Trial 46: 2666.125
[*] Trial 47: 2666.125
[*] Trial 48: 2666.125
[*] Trial 49: 2666.125
[*] min objective value:
2666.125
