[*] Running ACS optimization...
[*] Training with 30 students
[*] Trial 0: 6673.5625
[*] Trial 1: 6673.5625
[*] Trial 2: 5680.125
[*] Trial 3: 5667.4375
[*] Trial 4: 4686.0
[*] Trial 5: 4686.0
[*] Trial 6: 4686.0
[*] Trial 7: 4686.0
[*] Trial 8: 4686.0
[*] Trial 9: 4686.0
[*] Trial 10: 4686.0
[*] Trial 11: 4686.0
[*] Trial 12: 4686.0
[*] Trial 13: 4686.0
[*] Trial 14: 4686.0
[*] Trial 15: 4686.0
[*] Trial 16: 4686.0
[*] Trial 17: 4686.0
[*] Trial 18: 4686.0
[*] Trial 19: 4686.0
[*] Trial 20: 4681.0625
[*] Trial 21: 4681.0625
[*] Trial 22: 4681.0625
[*] Trial 23: 4681.0625
[*] Trial 24: 4681.0625
[*] Trial 25: 4681.0625
[*] Trial 26: 4681.0625
[*] Trial 27: 4681.0625
[*] Trial 28: 3647.6875
[*] Trial 29: 3647.6875
[*] Trial 30: 3647.6875
[*] Trial 31: 3647.6875
[*] Trial 32: 3647.6875
[*] Trial 33: 3647.6875
[*] Trial 34: 3647.6875
[*] Trial 35: 3647.6875
[*] Trial 36: 3647.6875
[*] Trial 37: 3647.6875
[*] Trial 38: 3647.6875
[*] Trial 39: 3647.6875
[*] Trial 40: 3647.6875
[*] Trial 41: 3647.6875
[*] Trial 42: 3647.6875
[*] Trial 43: 3647.1875
[*] Trial 44: 3647.1875
[*] Trial 45: 3647.1875
[*] Trial 46: 3647.1875
[*] Trial 47: 3647.1875
[*] Trial 48: 3647.1875
[*] Trial 49: 3647.1875
[*] min objective value:
3647.1875
