[*] Running ACS optimization...
[*] Training with 30 students
[*] Trial 0: 17680.3125
[*] Trial 1: 17680.3125
[*] Trial 2: 16682.6875
[*] Trial 3: 15684.9375
[*] Trial 4: 15684.9375
[*] Trial 5: 9711.0
[*] Trial 6: 9711.0
[*] Trial 7: 9711.0
[*] Trial 8: 9711.0
[*] Trial 9: 9711.0
[*] Trial 10: 9711.0
[*] Trial 11: 9711.0
[*] Trial 12: 9711.0
[*] Trial 13: 9711.0
[*] Trial 14: 9711.0
[*] Trial 15: 9711.0
[*] Trial 16: 9711.0
[*] Trial 17: 9711.0
[*] Trial 18: 9711.0
[*] Trial 19: 9711.0
[*] Trial 20: 9711.0
[*] Trial 21: 9711.0
[*] Trial 22: 7673.8125
[*] Trial 23: 7673.8125
[*] Trial 24: 6679.5
[*] Trial 25: 6679.5
[*] Trial 26: 6679.5
[*] Trial 27: 6679.5
[*] Trial 28: 6679.5
[*] Trial 29: 6679.5
[*] Trial 30: 6679.5
[*] Trial 31: 6679.5
[*] Trial 32: 6679.5
[*] Trial 33: 6679.5
[*] Trial 34: 6679.5
[*] Trial 35: 6679.5
[*] Trial 36: 6679.5
[*] Trial 37: 6679.5
[*] Trial 38: 6679.5
[*] Trial 39: 6679.5
[*] Trial 40: 5669.875
[*] Trial 41: 5669.875
[*] Trial 42: 4669.1875
[*] Trial 43: 4669.1875
[*] Trial 44: 4669.1875
[*] Trial 45: 4669.1875
[*] Trial 46: 4669.1875
[*] Trial 47: 4669.1875
[*] Trial 48: 4669.1875
[*] Trial 49: 4669.1875
[*] min objective value:
4669.1875
