[*] Running ACS optimization...
[*] Training with 30 students
[*] Trial 0: 15703.25
[*] Trial 1: 8757.0
[*] Trial 2: 8757.0
[*] Trial 3: 8757.0
[*] Trial 4: 8757.0
[*] Trial 5: 8757.0
[*] Trial 6: 8757.0
[*] Trial 7: 8757.0
[*] Trial 8: 8757.0
[*] Trial 9: 8757.0
[*] Trial 10: 8757.0
[*] Trial 11: 8757.0
[*] Trial 12: 8757.0
[*] Trial 13: 8757.0
[*] Trial 14: 8757.0
[*] Trial 15: 8757.0
[*] Trial 16: 8757.0
[*] Trial 17: 8757.0
[*] Trial 18: 8757.0
[*] Trial 19: 8757.0
[*] Trial 20: 8757.0
[*] Trial 21: 8757.0
[*] Trial 22: 8757.0
[*] Trial 23: 8757.0
[*] Trial 24: 8757.0
[*] Trial 25: 8757.0
[*] Trial 26: 8757.0
[*] Trial 27: 8757.0
[*] Trial 28: 8757.0
[*] Trial 29: 8757.0
[*] Trial 30: 8757.0
[*] Trial 31: 8757.0
[*] Trial 32: 8757.0
[*] Trial 33: 8757.0
[*] Trial 34: 8757.0
[*] Trial 35: 8757.0
[*] Trial 36: 8757.0
[*] Trial 37: 8757.0
[*] Trial 38: 8757.0
[*] Trial 39: 8757.0
[*] Trial 40: 8757.0
[*] Trial 41: 8757.0
[*] Trial 42: 8757.0
[*] Trial 43: 8757.0
[*] Trial 44: 8757.0
[*] Trial 45: 8757.0
[*] Trial 46: 8757.0
[*] Trial 47: 8757.0
[*] Trial 48: 8757.0
[*] Trial 49: 8757.0
[*] min objective value:
8757.0
