[*] Running ACS optimization...
[*] Training with 30 students
[*] Trial 0: 21678.5
[*] Trial 1: 13685.5
[*] Trial 2: 7693.0625
[*] Trial 3: 6700.1875
[*] Trial 4: 6700.1875
[*] Trial 5: 6700.1875
[*] Trial 6: 6700.1875
[*] Trial 7: 6700.1875
[*] Trial 8: 6700.1875
[*] Trial 9: 6700.1875
[*] Trial 10: 6700.1875
[*] Trial 11: 6700.1875
[*] Trial 12: 6700.1875
[*] Trial 13: 6700.1875
[*] Trial 14: 6700.1875
[*] Trial 15: 6700.1875
[*] Trial 16: 6700.1875
[*] Trial 17: 6700.1875
[*] Trial 18: 6700.1875
[*] Trial 19: 6700.1875
[*] Trial 20: 6700.1875
[*] Trial 21: 6700.1875
[*] Trial 22: 6700.1875
[*] Trial 23: 6700.1875
[*] Trial 24: 6700.1875
[*] Trial 25: 6700.1875
[*] Trial 26: 6700.1875
[*] Trial 27: 6700.1875
[*] Trial 28: 6700.1875
[*] Trial 29: 6700.1875
[*] Trial 30: 6700.1875
[*] Trial 31: 6700.1875
[*] Trial 32: 6700.1875
[*] Trial 33: 6700.1875
[*] Trial 34: 6700.1875
[*] Trial 35: 6700.1875
[*] Trial 36: 6700.1875
[*] Trial 37: 6700.1875
[*] Trial 38: 6700.1875
[*] Trial 39: 6700.1875
[*] Trial 40: 6700.1875
[*] Trial 41: 6700.1875
[*] Trial 42: 6700.1875
[*] Trial 43: 6700.1875
[*] Trial 44: 6700.1875
[*] Trial 45: 6700.1875
[*] Trial 46: 6700.1875
[*] Trial 47: 6700.1875
[*] Trial 48: 6700.1875
[*] Trial 49: 6700.1875
[*] min objective value:
6700.1875
