[*] Running ACS optimization...
[*] Training with 30 students
[*] Trial 0: 24667.25
[*] Trial 1: 18694.5
[*] Trial 2: 9689.4375
[*] Trial 3: 4644.625
[*] Trial 4: 4644.625
[*] Trial 5: 4644.625
[*] Trial 6: 4644.625
[*] Trial 7: 4644.625
[*] Trial 8: 4644.625
[*] Trial 9: 4644.625
[*] Trial 10: 4644.625
[*] Trial 11: 4644.625
[*] Trial 12: 4644.625
[*] Trial 13: 4644.625
[*] Trial 14: 4644.625
[*] Trial 15: 4644.625
[*] Trial 16: 4644.625
[*] Trial 17: 4644.625
[*] Trial 18: 4644.625
[*] Trial 19: 4644.625
[*] Trial 20: 4644.625
[*] Trial 21: 4644.625
[*] Trial 22: 3681.5625
[*] Trial 23: 3681.5625
[*] Trial 24: 3681.5625
[*] Trial 25: 3681.5625
[*] Trial 26: 3681.5625
[*] Trial 27: 3681.5625
[*] Trial 28: 3681.5625
[*] Trial 29: 3681.5625
[*] Trial 30: 3681.5625
[*] Trial 31: 3681.5625
[*] Trial 32: 3681.5625
[*] Trial 33: 3681.5625
[*] Trial 34: 3681.5625
[*] Trial 35: 3681.5625
[*] Trial 36: 3681.5625
[*] Trial 37: 3681.5625
[*] Trial 38: 3681.5625
[*] Trial 39: 3681.5625
[*] Trial 40: 3681.5625
[*] Trial 41: 3681.5625
[*] Trial 42: 3681.5625
[*] Trial 43: 3681.5625
[*] Trial 44: 3681.5625
[*] Trial 45: 3681.5625
[*] Trial 46: 3681.5625
[*] Trial 47: 3681.5625
[*] Trial 48: 3681.5625
[*] Trial 49: 3681.5625
[*] min objective value:
3681.5625
