[*] Running ACS optimization...
[*] Training with 30 students
[*] Trial 0: 14659.0625
[*] Trial 1: 14659.0625
[*] Trial 2: 14659.0625
[*] Trial 3: 14659.0625
[*] Trial 4: 14659.0625
[*] Trial 5: 14659.0625
[*] Trial 6: 14659.0625
[*] Trial 7: 14659.0625
[*] Trial 8: 14659.0625
[*] Trial 9: 14659.0625
[*] Trial 10: 14657.9375
[*] Trial 11: 14657.9375
[*] Trial 12: 14657.9375
[*] Trial 13: 14657.9375
[*] Trial 14: 14657.9375
[*] Trial 15: 14657.9375
[*] Trial 16: 14657.9375
[*] Trial 17: 14657.9375
[*] Trial 18: 14657.9375
[*] Trial 19: 14657.9375
[*] Trial 20: 14657.9375
[*] Trial 21: 14657.9375
[*] Trial 22: 14657.9375
[*] Trial 23: 14657.9375
[*] Trial 24: 14657.9375
[*] Trial 25: 14657.9375
[*] Trial 26: 14657.9375
[*] Trial 27: 14657.9375
[*] Trial 28: 14657.9375
[*] Trial 29: 14657.9375
[*] Trial 30: 14657.9375
[*] Trial 31: 14657.9375
[*] Trial 32: 14657.9375
[*] Trial 33: 14657.9375
[*] Trial 34: 14657.9375
[*] Trial 35: 14657.9375
[*] Trial 36: 14657.9375
[*] Trial 37: 14657.9375
[*] Trial 38: 14657.9375
[*] Trial 39: 14657.9375
[*] Trial 40: 14657.9375
[*] Trial 41: 14657.9375
[*] Trial 42: 14657.9375
[*] Trial 43: 14657.9375
[*] Trial 44: 14657.9375
[*] Trial 45: 14657.9375
[*] Trial 46: 14657.9375
[*] Trial 47: 14657.9375
[*] Trial 48: 14657.9375
[*] Trial 49: 14657.9375
[*] min objective value:
14657.9375
