[*] Running ACS optimization...
[*] Training with 30 students
[*] Trial 0: 17673.125
[*] Trial 1: 16654.3125
[*] Trial 2: 9691.1875
[*] Trial 3: 9691.1875
[*] Trial 4: 9691.1875
[*] Trial 5: 9691.1875
[*] Trial 6: 9691.1875
[*] Trial 7: 9691.1875
[*] Trial 8: 9691.1875
[*] Trial 9: 9691.1875
[*] Trial 10: 9691.1875
[*] Trial 11: 9691.1875
[*] Trial 12: 9682.6875
[*] Trial 13: 9682.6875
[*] Trial 14: 4661.0
[*] Trial 15: 4661.0
[*] Trial 16: 4661.0
[*] Trial 17: 4661.0
[*] Trial 18: 4661.0
[*] Trial 19: 4661.0
[*] Trial 20: 4661.0
[*] Trial 21: 4661.0
[*] Trial 22: 4661.0
[*] Trial 23: 4661.0
[*] Trial 24: 4661.0
[*] Trial 25: 4661.0
[*] Trial 26: 4661.0
[*] Trial 27: 4661.0
[*] Trial 28: 4661.0
[*] Trial 29: 4661.0
[*] Trial 30: 4661.0
[*] Trial 31: 4661.0
[*] Trial 32: 4661.0
[*] Trial 33: 4661.0
[*] Trial 34: 4661.0
[*] Trial 35: 4661.0
[*] Trial 36: 4661.0
[*] Trial 37: 4661.0
[*] Trial 38: 4661.0
[*] Trial 39: 4661.0
[*] Trial 40: 4661.0
[*] Trial 41: 4661.0
[*] Trial 42: 4661.0
[*] Trial 43: 4661.0
[*] Trial 44: 4661.0
[*] Trial 45: 4661.0
[*] Trial 46: 4661.0
[*] Trial 47: 4661.0
[*] Trial 48: 4661.0
[*] Trial 49: 4661.0
[*] min objective value:
4661.0
