[*] Running ACS optimization...
[*] Training with 30 students
[*] Trial 0: 6665.1875
[*] Trial 1: 6665.1875
[*] Trial 2: 6665.1875
[*] Trial 3: 6665.1875
[*] Trial 4: 6665.1875
[*] Trial 5: 6665.1875
[*] Trial 6: 6665.1875
[*] Trial 7: 6665.1875
[*] Trial 8: 6665.1875
[*] Trial 9: 6665.1875
[*] Trial 10: 6665.1875
[*] Trial 11: 6665.1875
[*] Trial 12: 6665.1875
[*] Trial 13: 6665.1875
[*] Trial 14: 6665.1875
[*] Trial 15: 6665.1875
[*] Trial 16: 6665.1875
[*] Trial 17: 6665.1875
[*] Trial 18: 6665.1875
[*] Trial 19: 6665.1875
[*] Trial 20: 6665.1875
[*] Trial 21: 6665.1875
[*] Trial 22: 6665.1875
[*] Trial 23: 6665.1875
[*] Trial 24: 6665.1875
[*] Trial 25: 6665.1875
[*] Trial 26: 6665.1875
[*] Trial 27: 6665.1875
[*] Trial 28: 6665.1875
[*] Trial 29: 6665.1875
[*] Trial 30: 6665.1875
[*] Trial 31: 6665.1875
[*] Trial 32: 6665.1875
[*] Trial 33: 6665.1875
[*] Trial 34: 6665.1875
[*] Trial 35: 6665.1875
[*] Trial 36: 6665.1875
[*] Trial 37: 6665.1875
[*] Trial 38: 6665.1875
[*] Trial 39: 6665.1875
[*] Trial 40: 6665.1875
[*] Trial 41: 6665.1875
[*] Trial 42: 6665.1875
[*] Trial 43: 6665.1875
[*] Trial 44: 6665.1875
[*] Trial 45: 6665.1875
[*] Trial 46: 6665.1875
[*] Trial 47: 6665.1875
[*] Trial 48: 6665.1875
[*] Trial 49: 6665.1875
[*] min objective value:
6665.1875
