[*] Running ACS optimization...
[*] Training with 30 students
[*] Trial 0: 25668.375
[*] Trial 1: 22676.4375
[*] Trial 2: 5653.25
[*] Trial 3: 5653.25
[*] Trial 4: 5653.25
[*] Trial 5: 5653.25
[*] Trial 6: 5653.25
[*] Trial 7: 5653.25
[*] Trial 8: 5653.25
[*] Trial 9: 5653.25
[*] Trial 10: 5653.25
[*] Trial 11: 5653.25
[*] Trial 12: 5653.25
[*] Trial 13: 5653.25
[*] Trial 14: 5653.25
[*] Trial 15: 5653.25
[*] Trial 16: 5653.25
[*] Trial 17: 5653.25
[*] Trial 18: 5653.25
[*] Trial 19: 5653.25
[*] Trial 20: 5653.25
[*] Trial 21: 5653.25
[*] Trial 22: 5653.25
[*] Trial 23: 5653.25
[*] Trial 24: 5653.25
[*] Trial 25: 5653.25
[*] Trial 26: 4667.75
[*] Trial 27: 4667.75
[*] Trial 28: 4667.75
[*] Trial 29: 4667.75
[*] Trial 30: 4667.75
[*] Trial 31: 4667.75
[*] Trial 32: 4667.75
[*] Trial 33: 4667.75
[*] Trial 34: 4667.75
[*] Trial 35: 4667.75
[*] Trial 36: 4667.75
[*] Trial 37: 4667.75
[*] Trial 38: 4667.75
[*] Trial 39: 4667.75
[*] Trial 40: 4667.75
[*] Trial 41: 4667.75
[*] Trial 42: 4667.75
[*] Trial 43: 4667.75
[*] Trial 44: 4667.75
[*] Trial 45: 4667.75
[*] Trial 46: 4667.75
[*] Trial 47: 4667.75
[*] Trial 48: 4667.75
[*] Trial 49: 4667.75
[*] min objective value:
4667.75
