[*] Running ACS optimization...
[*] Training with 30 students
[*] Trial 0: 24647.0
[*] Trial 1: 13627.5625
[*] Trial 2: 6663.75
[*] Trial 3: 6663.75
[*] Trial 4: 6663.75
[*] Trial 5: 6663.75
[*] Trial 6: 4666.5625
[*] Trial 7: 4666.5625
[*] Trial 8: 4666.5625
[*] Trial 9: 4666.5625
[*] Trial 10: 4666.5625
[*] Trial 11: 4666.5625
[*] Trial 12: 4666.5625
[*] Trial 13: 4666.5625
[*] Trial 14: 4666.5625
[*] Trial 15: 4666.5625
[*] Trial 16: 4666.5625
[*] Trial 17: 4666.5625
[*] Trial 18: 4666.5625
[*] Trial 19: 4666.5625
[*] Trial 20: 4666.5625
[*] Trial 21: 4666.5625
[*] Trial 22: 4666.5625
[*] Trial 23: 4666.5625
[*] Trial 24: 4666.5625
[*] Trial 25: 4666.5625
[*] Trial 26: 4666.5625
[*] Trial 27: 3638.25
[*] Trial 28: 3638.25
[*] Trial 29: 3638.25
[*] Trial 30: 2638.625
[*] Trial 31: 2638.625
[*] Trial 32: 2638.625
[*] Trial 33: 2638.625
[*] Trial 34: 2638.625
[*] Trial 35: 2638.625
[*] Trial 36: 2638.625
[*] Trial 37: 2638.625
[*] Trial 38: 2638.625
[*] Trial 39: 2638.625
[*] Trial 40: 2638.625
[*] Trial 41: 2638.625
[*] Trial 42: 2638.625
[*] Trial 43: 2638.625
[*] Trial 44: 2638.625
[*] Trial 45: 2638.625
[*] Trial 46: 2638.625
[*] Trial 47: 2638.625
[*] Trial 48: 2638.625
[*] Trial 49: 2638.625
[*] min objective value:
2638.625
