[*] Running ACS optimization...
[*] Training with 30 students
[*] Trial 0: 17667.25
[*] Trial 1: 5644.4375
[*] Trial 2: 5644.4375
[*] Trial 3: 4652.4375
[*] Trial 4: 3654.0
[*] Trial 5: 3654.0
[*] Trial 6: 3654.0
[*] Trial 7: 3641.75
[*] Trial 8: 3641.75
[*] Trial 9: 3641.75
[*] Trial 10: 3641.75
[*] Trial 11: 3641.75
[*] Trial 12: 3641.75
[*] Trial 13: 3641.75
[*] Trial 14: 3641.75
[*] Trial 15: 3641.75
[*] Trial 16: 3641.75
[*] Trial 17: 3641.75
[*] Trial 18: 3641.75
[*] Trial 19: 3641.75
[*] Trial 20: 3641.75
[*] Trial 21: 3641.75
[*] Trial 22: 3616.25
[*] Trial 23: 3616.25
[*] Trial 24: 3616.25
[*] Trial 25: 3616.25
[*] Trial 26: 3616.25
[*] Trial 27: 3616.25
[*] Trial 28: 3616.25
[*] Trial 29: 3616.25
[*] Trial 30: 2615.6875
[*] Trial 31: 2615.6875
[*] Trial 32: 2615.6875
[*] Trial 33: 2615.6875
[*] Trial 34: 2615.6875
[*] Trial 35: 2615.6875
[*] Trial 36: 2615.6875
[*] Trial 37: 2615.6875
[*] Trial 38: 2615.6875
[*] Trial 39: 2615.6875
[*] Trial 40: 2615.6875
[*] Trial 41: 2615.6875
[*] Trial 42: 2615.6875
[*] Trial 43: 2615.6875
[*] Trial 44: 2615.6875
[*] Trial 45: 2615.6875
[*] Trial 46: 2615.6875
[*] Trial 47: 2615.6875
[*] Trial 48: 2615.6875
[*] Trial 49: 2615.6875
[*] min objective value:
2615.6875
