[*] Running ACS optimization...
[*] Training with 30 students
[*] Trial 0: 26675.625
[*] Trial 1: 26675.625
[*] Trial 2: 23663.0
[*] Trial 3: 23663.0
[*] Trial 4: 22664.5
[*] Trial 5: 22663.75
[*] Trial 6: 22663.75
[*] Trial 7: 22663.75
[*] Trial 8: 22663.75
[*] Trial 9: 22663.75
[*] Trial 10: 22663.75
[*] Trial 11: 22663.75
[*] Trial 12: 22663.75
[*] Trial 13: 13675.0
[*] Trial 14: 13675.0
[*] Trial 15: 13675.0
[*] Trial 16: 6680.875
[*] Trial 17: 3673.5625
[*] Trial 18: 3673.5625
[*] Trial 19: 3673.5625
[*] Trial 20: 3673.5625
[*] Trial 21: 3673.5625
[*] Trial 22: 3670.625
[*] Trial 23: 3670.625
[*] Trial 24: 3670.625
[*] Trial 25: 3670.625
[*] Trial 26: 3670.625
[*] Trial 27: 3670.625
[*] Trial 28: 3670.625
[*] Trial 29: 3670.625
[*] Trial 30: 3670.625
[*] Trial 31: 3670.625
[*] Trial 32: 3670.625
[*] Trial 33: 3670.625
[*] Trial 34: 3670.625
[*] Trial 35: 3670.625
[*] Trial 36: 3670.625
[*] Trial 37: 3670.625
[*] Trial 38: 2665.6875
[*] Trial 39: 2665.6875
[*] Trial 40: 2665.6875
[*] Trial 41: 2665.6875
[*] Trial 42: 2665.6875
[*] Trial 43: 2665.6875
[*] Trial 44: 2661.5625
[*] Trial 45: 2661.5625
[*] Trial 46: 2661.5625
[*] Trial 47: 2661.5625
[*] Trial 48: 2661.5625
[*] Trial 49: 2661.5625
[*] min objective value:
2661.5625
