[*] Running ACS optimization...
[*] Training with 30 students
[*] Trial 0: 15653.5625
[*] Trial 1: 5717.6875
[*] Trial 2: 5717.6875
[*] Trial 3: 5715.125
[*] Trial 4: 5713.75
[*] Trial 5: 5713.75
[*] Trial 6: 5713.75
[*] Trial 7: 5713.75
[*] Trial 8: 5713.75
[*] Trial 9: 5713.75
[*] Trial 10: 5713.75
[*] Trial 11: 5713.75
[*] Trial 12: 5713.75
[*] Trial 13: 5713.75
[*] Trial 14: 5713.75
[*] Trial 15: 5713.75
[*] Trial 16: 5713.75
[*] Trial 17: 5713.75
[*] Trial 18: 5713.75
[*] Trial 19: 5713.75
[*] Trial 20: 5713.75
[*] Trial 21: 5713.75
[*] Trial 22: 5713.75
[*] Trial 23: 5713.75
[*] Trial 24: 5713.75
[*] Trial 25: 5713.75
[*] Trial 26: 5713.75
[*] Trial 27: 5713.75
[*] Trial 28: 5713.75
[*] Trial 29: 5713.75
[*] Trial 30: 5713.75
[*] Trial 31: 5713.75
[*] Trial 32: 5713.75
[*] Trial 33: 3676.875
[*] Trial 34: 3676.875
[*] Trial 35: 3676.875
[*] Trial 36: 3676.875
[*] Trial 37: 3676.875
[*] Trial 38: 3676.875
[*] Trial 39: 3676.875
[*] Trial 40: 3676.875
[*] Trial 41: 3675.8125
[*] Trial 42: 3675.8125
[*] Trial 43: 3648.8125
[*] Trial 44: 3648.8125
[*] Trial 45: 3648.8125
[*] Trial 46: 3648.8125
[*] Trial 47: 3648.8125
[*] Trial 48: 3648.8125
[*] Trial 49: 3646.75
[*] min objective value:
3646.75
