[*] Running ACS optimization...
[*] Training with 30 students
[*] Trial 0: 5688.75
[*] Trial 1: 5688.75
[*] Trial 2: 5688.75
[*] Trial 3: 5676.0625
[*] Trial 4: 5676.0625
[*] Trial 5: 5676.0625
[*] Trial 6: 5675.25
[*] Trial 7: 5675.25
[*] Trial 8: 5675.25
[*] Trial 9: 5675.25
[*] Trial 10: 5675.25
[*] Trial 11: 5675.25
[*] Trial 12: 5675.25
[*] Trial 13: 5675.25
[*] Trial 14: 5675.25
[*] Trial 15: 5675.25
[*] Trial 16: 5675.25
[*] Trial 17: 5675.25
[*] Trial 18: 5675.25
[*] Trial 19: 5675.25
[*] Trial 20: 5675.25
[*] Trial 21: 5675.25
[*] Trial 22: 5675.25
[*] Trial 23: 5675.25
[*] Trial 24: 5675.25
[*] Trial 25: 5675.25
[*] Trial 26: 5675.25
[*] Trial 27: 5675.25
[*] Trial 28: 5675.25
[*] Trial 29: 5675.25
[*] Trial 30: 5675.25
[*] Trial 31: 5675.25
[*] Trial 32: 5675.25
[*] Trial 33: 5675.25
[*] Trial 34: 5675.25
[*] Trial 35: 5675.25
[*] Trial 36: 5675.25
[*] Trial 37: 5675.25
[*] Trial 38: 5675.25
[*] Trial 39: 5675.25
[*] Trial 40: 5675.25
[*] Trial 41: 5675.25
[*] Trial 42: 5675.25
[*] Trial 43: 5675.25
[*] Trial 44: 5675.25
[*] Trial 45: 5675.25
[*] Trial 46: 5675.25
[*] Trial 47: 5675.25
[*] Trial 48: 5675.25
[*] Trial 49: 5675.25
[*] min objective value:
5675.25
