[*] Running ACS optimization...
[*] Training with 30 students
[*] Trial 0: 25663.5
[*] Trial 1: 23634.75
[*] Trial 2: 18704.375
[*] Trial 3: 9715.5625
[*] Trial 4: 9715.5625
[*] Trial 5: 9715.5625
[*] Trial 6: 8697.1875
[*] Trial 7: 8697.1875
[*] Trial 8: 8697.1875
[*] Trial 9: 8697.1875
[*] Trial 10: 8697.1875
[*] Trial 11: 8697.1875
[*] Trial 12: 8697.1875
[*] Trial 13: 8697.1875
[*] Trial 14: 8697.1875
[*] Trial 15: 8697.1875
[*] Trial 16: 8697.1875
[*] Trial 17: 8697.1875
[*] Trial 18: 8697.1875
[*] Trial 19: 8697.1875
[*] Trial 20: 8697.1875
[*] Trial 21: 8697.1875
[*] Trial 22: 8697.1875
[*] Trial 23: 8697.1875
[*] Trial 24: 8697.1875
[*] Trial 25: 8697.1875
[*] Trial 26: 8697.1875
[*] Trial 27: 8697.1875
[*] Trial 28: 8697.1875
[*] Trial 29: 8697.1875
[*] Trial 30: 8697.1875
[*] Trial 31: 8697.1875
[*] Trial 32: 8697.1875
[*] Trial 33: 8697.1875
[*] Trial 34: 8697.1875
[*] Trial 35: 8697.1875
[*] Trial 36: 8697.1875
[*] Trial 37: 8697.1875
[*] Trial 38: 8697.1875
[*] Trial 39: 8697.1875
[*] Trial 40: 8697.1875
[*] Trial 41: 8697.1875
[*] Trial 42: 8697.1875
[*] Trial 43: 8697.1875
[*] Trial 44: 8697.1875
[*] Trial 45: 8697.1875
[*] Trial 46: 8697.1875
[*] Trial 47: 8697.1875
[*] Trial 48: 8697.1875
[*] Trial 49: 8697.1875
[*] min objective value:
8697.1875
