[*] Running ACS optimization...
[*] Training with 30 students
[*] Trial 0: 15686.9375
[*] Trial 1: 3665.5
[*] Trial 2: 3665.5
[*] Trial 3: 3665.5
[*] Trial 4: 3665.5
[*] Trial 5: 3665.5
[*] Trial 6: 3665.4375
[*] Trial 7: 1671.125
[*] Trial 8: 1671.125
[*] Trial 9: 1671.125
[*] Trial 10: 1671.125
[*] Trial 11: 1671.125
[*] Trial 12: 1671.125
[*] Trial 13: 1671.125
[*] Trial 14: 1671.125
[*] Trial 15: 1669.3125
[*] Trial 16: 1669.3125
[*] Trial 17: 1669.3125
[*] Trial 18: 1669.3125
[*] Trial 19: 1669.3125
[*] Trial 20: 1669.3125
[*] Trial 21: 1669.3125
[*] Trial 22: 1669.3125
[*] Trial 23: 1669.3125
[*] Trial 24: 1669.3125
[*] Trial 25: 1669.3125
[*] Trial 26: 1669.3125
[*] Trial 27: 1669.3125
[*] Trial 28: 1669.3125
[*] Trial 29: 1669.3125
[*] Trial 30: 1669.3125
[*] Trial 31: 1669.3125
[*] Trial 32: 1669.3125
[*] Trial 33: 1669.3125
[*] Trial 34: 1669.3125
[*] Trial 35: 1669.3125
[*] Trial 36: 1666.1875
[*] Trial 37: 1666.1875
[*] Trial 38: 1666.1875
[*] Trial 39: 1666.1875
[*] Trial 40: 1666.1875
[*] Trial 41: 1666.1875
[*] Trial 42: 1666.1875
[*] Trial 43: 1666.1875
[*] Trial 44: 1666.1875
[*] Trial 45: 1665.4375
[*] Trial 46: 1665.3125
[*] Trial 47: 1665.3125
[*] Trial 48: 1664.375
[*] Trial 49: 1663.75
[*] min objective value:
1663.75
