[*] Running ACS optimization...
[*] Training with 30 students
[*] Trial 0: 12660.4375
[*] Trial 1: 12660.4375
[*] Trial 2: 12660.4375
[*] Trial 3: 12660.4375
[*] Trial 4: 12660.4375
[*] Trial 5: 5663.0625
[*] Trial 6: 5663.0625
[*] Trial 7: 5663.0625
[*] Trial 8: 5663.0625
[*] Trial 9: 5663.0625
[*] Trial 10: 2678.8125
[*] Trial 11: 2678.8125
[*] Trial 12: 2678.8125
[*] Trial 13: 2678.8125
[*] Trial 14: 2678.8125
[*] Trial 15: 2678.8125
[*] Trial 16: 2678.8125
[*] Trial 17: 2669.75
[*] Trial 18: 2669.75
[*] Trial 19: 2669.75
[*] Trial 20: 2669.75
[*] Trial 21: 2669.75
[*] Trial 22: 2669.75
[*] Trial 23: 2669.75
[*] Trial 24: 2669.75
[*] Trial 25: 2669.75
[*] Trial 26: 2669.75
[*] Trial 27: 2669.75
[*] Trial 28: 2669.75
[*] Trial 29: 674.625
[*] Trial 30: 674.625
[*] Trial 31: 674.625
[*] Trial 32: 674.625
[*] Trial 33: 674.625
[*] Trial 34: 674.625
[*] Trial 35: 674.625
[*] Trial 36: 674.625
[*] Trial 37: 674.625
[*] Trial 38: 670.875
[*] Trial 39: 659.5625
[*] Trial 40: 659.5625
[*] Trial 41: 659.5625
[*] Trial 42: 659.5625
[*] Trial 43: 656.0
[*] Trial 44: 656.0
[*] Trial 45: 654.125
[*] Trial 46: 654.125
[*] Trial 47: 648.4375
[*] Trial 48: 647.1875
[*] Trial 49: 644.5
[*] min objective value:
644.5
