[*] Running ACS optimization...
[*] Training with 30 students
[*] Trial 0: 17683.75
[*] Trial 1: 17683.75
[*] Trial 2: 4682.8125
[*] Trial 3: 4682.8125
[*] Trial 4: 4682.8125
[*] Trial 5: 4682.8125
[*] Trial 6: 4682.8125
[*] Trial 7: 4682.8125
[*] Trial 8: 4682.8125
[*] Trial 9: 4682.8125
[*] Trial 10: 4682.8125
[*] Trial 11: 4682.8125
[*] Trial 12: 4682.8125
[*] Trial 13: 4682.8125
[*] Trial 14: 4682.8125
[*] Trial 15: 4682.8125
[*] Trial 16: 4682.8125
[*] Trial 17: 4682.8125
[*] Trial 18: 4682.8125
[*] Trial 19: 4682.8125
[*] Trial 20: 4682.8125
[*] Trial 21: 4682.8125
[*] Trial 22: 4682.8125
[*] Trial 23: 4682.8125
[*] Trial 24: 4682.8125
[*] Trial 25: 4682.8125
[*] Trial 26: 4682.8125
[*] Trial 27: 4682.8125
[*] Trial 28: 4682.8125
[*] Trial 29: 4682.8125
[*] Trial 30: 4682.8125
[*] Trial 31: 4682.8125
[*] Trial 32: 4682.8125
[*] Trial 33: 4682.8125
[*] Trial 34: 4682.8125
[*] Trial 35: 4682.8125
[*] Trial 36: 4681.0625
[*] Trial 37: 4681.0625
[*] Trial 38: 4681.0625
[*] Trial 39: 4681.0625
[*] Trial 40: 4681.0625
[*] Trial 41: 4681.0625
[*] Trial 42: 4681.0625
[*] Trial 43: 4681.0625
[*] Trial 44: 4681.0625
[*] Trial 45: 4681.0625
[*] Trial 46: 4681.0625
[*] Trial 47: 4681.0625
[*] Trial 48: 4681.0625
[*] Trial 49: 4681.0625
[*] min objective value:
4681.0625
