[*] Running ACS optimization...
[*] Training with 30 students
[*] Trial 0: 17675.8125
[*] Trial 1: 16671.4375
[*] Trial 2: 16671.4375
[*] Trial 3: 16671.4375
[*] Trial 4: 15664.25
[*] Trial 5: 15664.25
[*] Trial 6: 15664.25
[*] Trial 7: 12648.8125
[*] Trial 8: 12648.8125
[*] Trial 9: 12648.8125
[*] Trial 10: 12648.8125
[*] Trial 11: 7688.0625
[*] Trial 12: 4648.3125
[*] Trial 13: 4648.3125
[*] Trial 14: 4648.3125
[*] Trial 15: 4648.3125
[*] Trial 16: 4648.3125
[*] Trial 17: 4648.3125
[*] Trial 18: 4648.3125
[*] Trial 19: 4648.3125
[*] Trial 20: 4648.3125
[*] Trial 21: 4648.3125
[*] Trial 22: 4648.3125
[*] Trial 23: 4648.3125
[*] Trial 24: 4648.3125
[*] Trial 25: 4648.3125
[*] Trial 26: 4648.3125
[*] Trial 27: 4648.3125
[*] Trial 28: 4648.3125
[*] Trial 29: 4648.3125
[*] Trial 30: 4648.3125
[*] Trial 31: 4648.3125
[*] Trial 32: 4648.3125
[*] Trial 33: 4648.3125
[*] Trial 34: 2658.125
[*] Trial 35: 2658.125
[*] Trial 36: 2658.125
[*] Trial 37: 2658.125
[*] Trial 38: 2658.125
[*] Trial 39: 2658.125
[*] Trial 40: 2658.125
[*] Trial 41: 2658.125
[*] Trial 42: 2658.125
[*] Trial 43: 2655.5
[*] Trial 44: 2654.9375
[*] Trial 45: 2652.875
[*] Trial 46: 2652.875
[*] Trial 47: 2652.875
[*] Trial 48: 2649.625
[*] Trial 49: 2649.625
[*] min objective value:
2649.625
