[*] Running ACS optimization...
[*] Training with 30 students
[*] Trial 0: 5690.4375
[*] Trial 1: 5690.4375
[*] Trial 2: 4680.75
[*] Trial 3: 4680.75
[*] Trial 4: 4680.75
[*] Trial 5: 4680.75
[*] Trial 6: 2678.9375
[*] Trial 7: 2678.9375
[*] Trial 8: 2678.9375
[*] Trial 9: 2678.9375
[*] Trial 10: 2678.9375
[*] Trial 11: 2678.9375
[*] Trial 12: 2659.9375
[*] Trial 13: 2659.9375
[*] Trial 14: 2659.9375
[*] Trial 15: 2659.9375
[*] Trial 16: 1658.0625
[*] Trial 17: 1658.0625
[*] Trial 18: 1658.0625
[*] Trial 19: 1658.0625
[*] Trial 20: 1651.0
[*] Trial 21: 1651.0
[*] Trial 22: 1649.625
[*] Trial 23: 1649.625
[*] Trial 24: 1648.25
[*] Trial 25: 1648.25
[*] Trial 26: 1648.125
[*] Trial 27: 1645.3125
[*] Trial 28: 1645.3125
[*] Trial 29: 1645.3125
[*] Trial 30: 1645.3125
[*] Trial 31: 1645.3125
[*] Trial 32: 1645.3125
[*] Trial 33: 1645.3125
[*] Trial 34: 1645.3125
[*] Trial 35: 1645.3125
[*] Trial 36: 1645.3125
[*] Trial 37: 1645.3125
[*] Trial 38: 1645.3125
[*] Trial 39: 1645.3125
[*] Trial 40: 1645.3125
[*] Trial 41: 1645.3125
[*] Trial 42: 1645.3125
[*] Trial 43: 1645.3125
[*] Trial 44: 1645.3125
[*] Trial 45: 1645.3125
[*] Trial 46: 1645.3125
[*] Trial 47: 1645.3125
[*] Trial 48: 1645.3125
[*] Trial 49: 1645.3125
[*] min objective value:
1645.3125
