[*] Running ACS optimization...
[*] Training with 30 students
[*] Trial 0: 6701.3125
[*] Trial 1: 6701.3125
[*] Trial 2: 6701.3125
[*] Trial 3: 6701.3125
[*] Trial 4: 6701.3125
[*] Trial 5: 5679.5
[*] Trial 6: 4687.5625
[*] Trial 7: 4685.5625
[*] Trial 8: 4685.5625
[*] Trial 9: 4685.5625
[*] Trial 10: 4685.5625
[*] Trial 11: 4685.5625
[*] Trial 12: 4669.0625
[*] Trial 13: 3670.4375
[*] Trial 14: 3670.4375
[*] Trial 15: 3670.4375
[*] Trial 16: 3670.4375
[*] Trial 17: 3670.4375
[*] Trial 18: 3670.4375
[*] Trial 19: 3670.4375
[*] Trial 20: 3670.4375
[*] Trial 21: 3670.4375
[*] Trial 22: 3670.4375
[*] Trial 23: 3670.4375
[*] Trial 24: 3670.4375
[*] Trial 25: 3670.375
[*] Trial 26: 2668.1875
[*] Trial 27: 2650.9375
[*] Trial 28: 2650.9375
[*] Trial 29: 2650.9375
[*] Trial 30: 2650.9375
[*] Trial 31: 2650.9375
[*] Trial 32: 2650.9375
[*] Trial 33: 2650.9375
[*] Trial 34: 2650.9375
[*] Trial 35: 2649.875
[*] Trial 36: 2649.875
[*] Trial 37: 1650.9375
[*] Trial 38: 1650.9375
[*] Trial 39: 1650.9375
[*] Trial 40: 1650.9375
[*] Trial 41: 1644.3125
[*] Trial 42: 1644.3125
[*] Trial 43: 1644.3125
[*] Trial 44: 1644.3125
[*] Trial 45: 1644.3125
[*] Trial 46: 1644.3125
[*] Trial 47: 1644.3125
[*] Trial 48: 1644.3125
[*] Trial 49: 1644.3125
[*] min objective value:
1644.3125
