[*] Running ACS optimization...
[*] Training with 30 students
[*] Trial 0: 14695.5625
[*] Trial 1: 14695.5625
[*] Trial 2: 14695.5625
[*] Trial 3: 14695.5625
[*] Trial 4: 14688.75
[*] Trial 5: 13687.8125
[*] Trial 6: 13683.25
[*] Trial 7: 13682.25
[*] Trial 8: 13682.25
[*] Trial 9: 13682.25
[*] Trial 10: 13682.25
[*] Trial 11: 13682.25
[*] Trial 12: 13682.25
[*] Trial 13: 13682.25
[*] Trial 14: 13682.25
[*] Trial 15: 13682.25
[*] Trial 16: 13682.25
[*] Trial 17: 13682.25
[*] Trial 18: 13682.25
[*] Trial 19: 13682.25
[*] Trial 20: 13682.25
[*] Trial 21: 13682.25
[*] Trial 22: 13682.25
[*] Trial 23: 13682.25
[*] Trial 24: 13682.25
[*] Trial 25: 13682.25
[*] Trial 26: 13682.25
[*] Trial 27: 13682.25
[*] Trial 28: 13682.25
[*] Trial 29: 13682.25
[*] Trial 30: 13682.25
[*] Trial 31: 13682.25
[*] Trial 32: 13682.25
[*] Trial 33: 13682.25
[*] Trial 34: 13682.25
[*] Trial 35: 13682.25
[*] Trial 36: 13682.25
[*] Trial 37: 13682.25
[*] Trial 38: 13682.25
[*] Trial 39: 13682.25
[*] Trial 40: 13682.25
[*] Trial 41: 13682.25
[*] Trial 42: 13682.25
[*] Trial 43: 13682.25
[*] Trial 44: 13682.25
[*] Trial 45: 13682.25
[*] Trial 46: 13682.25
[*] Trial 47: 13682.25
[*] Trial 48: 13682.25
[*] Trial 49: 13682.25
[*] min objective value:
13682.25
