[*] Running ACS optimization...
[*] Training with 30 students
[*] Trial 0: 16681.9375
[*] Trial 1: 12725.4375
[*] Trial 2: 12725.4375
[*] Trial 3: 12725.4375
[*] Trial 4: 12721.8125
[*] Trial 5: 11717.5
[*] Trial 6: 11717.5
[*] Trial 7: 5667.9375
[*] Trial 8: 5667.9375
[*] Trial 9: 5667.9375
[*] Trial 10: 4691.8125
[*] Trial 11: 4691.8125
[*] Trial 12: 4690.6875
[*] Trial 13: 4690.125
[*] Trial 14: 4690.125
[*] Trial 15: 4690.125
[*] Trial 16: 4690.125
[*] Trial 17: 4690.125
[*] Trial 18: 4690.125
[*] Trial 19: 4690.125
[*] Trial 20: 4690.125
[*] Trial 21: 3672.5625
[*] Trial 22: 3672.5625
[*] Trial 23: 3671.75
[*] Trial 24: 3671.75
[*] Trial 25: 3671.75
[*] Trial 26: 3671.75
[*] Trial 27: 3671.75
[*] Trial 28: 3666.3125
[*] Trial 29: 2663.9375
[*] Trial 30: 2663.9375
[*] Trial 31: 2663.9375
[*] Trial 32: 2663.9375
[*] Trial 33: 2663.9375
[*] Trial 34: 2663.9375
[*] Trial 35: 2663.9375
[*] Trial 36: 2663.9375
[*] Trial 37: 2663.9375
[*] Trial 38: 2663.9375
[*] Trial 39: 2663.9375
[*] Trial 40: 2663.9375
[*] Trial 41: 2663.9375
[*] Trial 42: 2663.875
[*] Trial 43: 2662.9375
[*] Trial 44: 2662.9375
[*] Trial 45: 2662.9375
[*] Trial 46: 2662.9375
[*] Trial 47: 2662.9375
[*] Trial 48: 2662.9375
[*] Trial 49: 2662.125
[*] min objective value:
2662.125
