[*] Running ACS optimization...
[*] Training with 30 students
[*] Trial 0: 15675.375
[*] Trial 1: 15673.875
[*] Trial 2: 15673.875
[*] Trial 3: 15671.0
[*] Trial 4: 5667.875
[*] Trial 5: 5663.4375
[*] Trial 6: 5663.4375
[*] Trial 7: 5663.4375
[*] Trial 8: 5662.1875
[*] Trial 9: 5660.125
[*] Trial 10: 5659.5
[*] Trial 11: 5659.5
[*] Trial 12: 5658.25
[*] Trial 13: 5658.125
[*] Trial 14: 4655.3125
[*] Trial 15: 4654.4375
[*] Trial 16: 3653.625
[*] Trial 17: 3653.625
[*] Trial 18: 3652.5
[*] Trial 19: 3651.75
[*] Trial 20: 3651.5
[*] Trial 21: 2650.1875
[*] Trial 22: 2650.1875
[*] Trial 23: 2649.875
[*] Trial 24: 2645.75
[*] Trial 25: 1643.125
[*] Trial 26: 1642.125
[*] Trial 27: 1642.125
[*] Trial 28: 1640.5625
[*] Trial 29: 1639.8125
[*] Trial 30: 1639.8125
[*] Trial 31: 1639.5625
[*] Trial 32: 1639.5625
[*] Trial 33: 1638.9375
[*] Trial 34: 1638.9375
[*] Trial 35: 1638.9375
[*] Trial 36: 1638.625
[*] Trial 37: 1637.8125
[*] Trial 38: 1637.8125
[*] Trial 39: 1635.25
[*] Trial 40: 1634.125
[*] Trial 41: 1634.125
[*] Trial 42: 1634.125
[*] Trial 43: 1634.125
[*] Trial 44: 1633.875
[*] Trial 45: 1633.3125
[*] Trial 46: 1632.4375
[*] Trial 47: 1632.0625
[*] Trial 48: 1628.6875
[*] Trial 49: 1627.375
[*] min objective value:
1627.375
