[*] Running ACS optimization...
[*] Training with 30 students
[*] Trial 0: 24683.375
[*] Trial 1: 17672.3125
[*] Trial 2: 17672.3125
[*] Trial 3: 15677.25
[*] Trial 4: 14671.0
[*] Trial 5: 14671.0
[*] Trial 6: 14671.0
[*] Trial 7: 14671.0
[*] Trial 8: 5671.3125
[*] Trial 9: 5671.3125
[*] Trial 10: 5671.3125
[*] Trial 11: 5671.3125
[*] Trial 12: 5671.3125
[*] Trial 13: 5671.3125
[*] Trial 14: 5671.3125
[*] Trial 15: 5671.3125
[*] Trial 16: 5671.3125
[*] Trial 17: 5671.3125
[*] Trial 18: 5671.3125
[*] Trial 19: 5671.3125
[*] Trial 20: 5671.3125
[*] Trial 21: 5671.3125
[*] Trial 22: 5671.3125
[*] Trial 23: 5671.3125
[*] Trial 24: 5671.3125
[*] Trial 25: 5671.3125
[*] Trial 26: 5671.3125
[*] Trial 27: 5671.3125
[*] Trial 28: 5671.3125
[*] Trial 29: 5671.3125
[*] Trial 30: 5671.3125
[*] Trial 31: 5671.3125
[*] Trial 32: 5671.3125
[*] Trial 33: 5671.3125
[*] Trial 34: 5671.3125
[*] Trial 35: 5671.3125
[*] Trial 36: 5671.3125
[*] Trial 37: 4667.0625
[*] Trial 38: 4667.0625
[*] Trial 39: 4667.0625
[*] Trial 40: 4667.0625
[*] Trial 41: 4667.0625
[*] Trial 42: 4667.0625
[*] Trial 43: 4667.0625
[*] Trial 44: 4667.0625
[*] Trial 45: 4667.0625
[*] Trial 46: 2677.125
[*] Trial 47: 2677.125
[*] Trial 48: 2677.125
[*] Trial 49: 2677.125
[*] min objective value:
2677.125
