[*] Running ACS optimization...
[*] Training with 30 students
[*] Trial 0: 15664.5625
[*] Trial 1: 12660.25
[*] Trial 2: 12660.25
[*] Trial 3: 12660.25
[*] Trial 4: 12660.25
[*] Trial 5: 12660.25
[*] Trial 6: 12647.625
[*] Trial 7: 12647.625
[*] Trial 8: 12647.625
[*] Trial 9: 12647.625
[*] Trial 10: 12647.625
[*] Trial 11: 12647.625
[*] Trial 12: 12647.625
[*] Trial 13: 12647.625
[*] Trial 14: 12647.625
[*] Trial 15: 12647.625
[*] Trial 16: 12647.625
[*] Trial 17: 12647.625
[*] Trial 18: 12647.625
[*] Trial 19: 12647.625
[*] Trial 20: 12647.625
[*] Trial 21: 12647.625
[*] Trial 22: 12647.625
[*] Trial 23: 12647.625
[*] Trial 24: 12647.625
[*] Trial 25: 12647.625
[*] Trial 26: 12647.625
[*] Trial 27: 12647.625
[*] Trial 28: 12647.625
[*] Trial 29: 12647.625
[*] Trial 30: 12647.625
[*] Trial 31: 12647.625
[*] Trial 32: 12647.625
[*] Trial 33: 12647.625
[*] Trial 34: 12647.625
[*] Trial 35: 12647.625
[*] Trial 36: 12647.625
[*] Trial 37: 12647.625
[*] Trial 38: 12647.625
[*] Trial 39: 12647.625
[*] Trial 40: 12647.625
[*] Trial 41: 12647.625
[*] Trial 42: 12647.625
[*] Trial 43: 12647.625
[*] Trial 44: 12647.625
[*] Trial 45: 12647.625
[*] Trial 46: 12647.625
[*] Trial 47: 12647.625
[*] Trial 48: 12647.625
[*] Trial 49: 11624.4375
[*] min objective value:
11624.4375
