[*] Running ACS optimization...
[*] Training with 30 students
[*] Trial 0: 14646.5
[*] Trial 1: 6660.75
[*] Trial 2: 6660.75
[*] Trial 3: 6660.75
[*] Trial 4: 6660.75
[*] Trial 5: 6660.75
[*] Trial 6: 6660.75
[*] Trial 7: 6660.75
[*] Trial 8: 6660.75
[*] Trial 9: 2658.8125
[*] Trial 10: 2658.8125
[*] Trial 11: 2658.8125
[*] Trial 12: 2658.8125
[*] Trial 13: 2658.8125
[*] Trial 14: 2658.8125
[*] Trial 15: 2658.8125
[*] Trial 16: 2658.8125
[*] Trial 17: 1653.25
[*] Trial 18: 1653.25
[*] Trial 19: 1653.25
[*] Trial 20: 1653.25
[*] Trial 21: 1648.125
[*] Trial 22: 1648.125
[*] Trial 23: 1642.1875
[*] Trial 24: 1642.1875
[*] Trial 25: 1642.1875
[*] Trial 26: 1642.1875
[*] Trial 27: 1642.1875
[*] Trial 28: 1642.1875
[*] Trial 29: 1642.1875
[*] Trial 30: 1642.1875
[*] Trial 31: 1642.1875
[*] Trial 32: 1642.1875
[*] Trial 33: 1642.1875
[*] Trial 34: 1642.1875
[*] Trial 35: 1642.1875
[*] Trial 36: 1642.1875
[*] Trial 37: 1642.1875
[*] Trial 38: 1642.1875
[*] Trial 39: 1639.5
[*] Trial 40: 652.25
[*] Trial 41: 652.25
[*] Trial 42: 652.25
[*] Trial 43: 652.25
[*] Trial 44: 652.25
[*] Trial 45: 652.25
[*] Trial 46: 652.25
[*] Trial 47: 652.25
[*] Trial 48: 652.25
[*] Trial 49: 652.25
[*] min objective value:
652.25
