[*] Running ACS optimization...
[*] Training with 30 students
[*] Trial 0: 6683.0625
[*] Trial 1: 6683.0625
[*] Trial 2: 5658.6875
[*] Trial 3: 5658.6875
[*] Trial 4: 5658.6875
[*] Trial 5: 5658.6875
[*] Trial 6: 4656.625
[*] Trial 7: 4656.625
[*] Trial 8: 4656.625
[*] Trial 9: 4656.625
[*] Trial 10: 4656.625
[*] Trial 11: 4656.625
[*] Trial 12: 4656.625
[*] Trial 13: 4656.625
[*] Trial 14: 4656.625
[*] Trial 15: 4656.625
[*] Trial 16: 4656.625
[*] Trial 17: 4656.625
[*] Trial 18: 4656.625
[*] Trial 19: 4656.625
[*] Trial 20: 4656.625
[*] Trial 21: 4656.625
[*] Trial 22: 4656.625
[*] Trial 23: 4656.625
[*] Trial 24: 4656.625
[*] Trial 25: 4656.625
[*] Trial 26: 4656.625
[*] Trial 27: 3640.0
[*] Trial 28: 3640.0
[*] Trial 29: 3640.0
[*] Trial 30: 3640.0
[*] Trial 31: 3640.0
[*] Trial 32: 3640.0
[*] Trial 33: 3640.0
[*] Trial 34: 3640.0
[*] Trial 35: 3640.0
[*] Trial 36: 3640.0
[*] Trial 37: 2673.9375
[*] Trial 38: 2673.9375
[*] Trial 39: 2673.9375
[*] Trial 40: 2673.9375
[*] Trial 41: 2673.9375
[*] Trial 42: 2673.9375
[*] Trial 43: 2673.9375
[*] Trial 44: 2673.9375
[*] Trial 45: 2673.9375
[*] Trial 46: 2673.9375
[*] Trial 47: 2673.9375
[*] Trial 48: 2672.3125
[*] Trial 49: 2672.3125
[*] min objective value:
2672.3125
