[*] Running ACS optimization...
[*] Training with 30 students
[*] Trial 0: 14665.75
[*] Trial 1: 14665.75
[*] Trial 2: 13662.25
[*] Trial 3: 13662.25
[*] Trial 4: 13662.25
[*] Trial 5: 13662.25
[*] Trial 6: 13662.25
[*] Trial 7: 13662.25
[*] Trial 8: 13662.25
[*] Trial 9: 13662.25
[*] Trial 10: 13662.25
[*] Trial 11: 13662.25
[*] Trial 12: 13662.25
[*] Trial 13: 13662.25
[*] Trial 14: 13662.25
[*] Trial 15: 13662.25
[*] Trial 16: 13662.25
[*] Trial 17: 13662.25
[*] Trial 18: 13662.25
[*] Trial 19: 13662.25
[*] Trial 20: 13662.25
[*] Trial 21: 13662.25
[*] Trial 22: 13662.25
[*] Trial 23: 13662.25
[*] Trial 24: 13662.25
[*] Trial 25: 13662.25
[*] Trial 26: 13662.25
[*] Trial 27: 13662.25
[*] Trial 28: 13662.25
[*] Trial 29: 13662.25
[*] Trial 30: 13662.25
[*] Trial 31: 13662.25
[*] Trial 32: 13662.25
[*] Trial 33: 13662.25
[*] Trial 34: 13662.25
[*] Trial 35: 13662.25
[*] Trial 36: 13662.25
[*] Trial 37: 13662.25
[*] Trial 38: 13662.25
[*] Trial 39: 13662.25
[*] Trial 40: 13662.25
[*] Trial 41: 13662.25
[*] Trial 42: 13662.25
[*] Trial 43: 13662.25
[*] Trial 44: 13662.25
[*] Trial 45: 13662.25
[*] Trial 46: 13662.25
[*] Trial 47: 13662.25
[*] Trial 48: 13662.25
[*] Trial 49: 13662.25
[*] min objective value:
13662.25
