[*] Running ACS optimization...
[*] Training with 30 students
[*] Trial 0: 9710.25
[*] Trial 1: 9710.25
[*] Trial 2: 9710.25
[*] Trial 3: 8701.5625
[*] Trial 4: 6703.375
[*] Trial 5: 6703.375
[*] Trial 6: 6703.375
[*] Trial 7: 5695.9375
[*] Trial 8: 5695.9375
[*] Trial 9: 5695.9375
[*] Trial 10: 5695.9375
[*] Trial 11: 5695.9375
[*] Trial 12: 5695.9375
[*] Trial 13: 5695.9375
[*] Trial 14: 5695.9375
[*] Trial 15: 5695.9375
[*] Trial 16: 5695.9375
[*] Trial 17: 5695.9375
[*] Trial 18: 5695.9375
[*] Trial 19: 4678.125
[*] Trial 20: 4678.125
[*] Trial 21: 3673.625
[*] Trial 22: 3673.625
[*] Trial 23: 3673.625
[*] Trial 24: 3673.625
[*] Trial 25: 3673.625
[*] Trial 26: 3673.625
[*] Trial 27: 3673.625
[*] Trial 28: 3673.625
[*] Trial 29: 3673.625
[*] Trial 30: 3673.625
[*] Trial 31: 3673.625
[*] Trial 32: 3673.625
[*] Trial 33: 3673.625
[*] Trial 34: 3673.625
[*] Trial 35: 3673.625
[*] Trial 36: 3673.625
[*] Trial 37: 3672.625
[*] Trial 38: 3672.625
[*] Trial 39: 3672.625
[*] Trial 40: 3672.625
[*] Trial 41: 3672.625
[*] Trial 42: 3672.625
[*] Trial 43: 3672.625
[*] Trial 44: 3672.625
[*] Trial 45: 3672.625
[*] Trial 46: 3672.625
[*] Trial 47: 3672.625
[*] Trial 48: 3672.625
[*] Trial 49: 3672.625
[*] min objective value:
3672.625
