[*] Running ACS optimization...
[*] Training with 30 students
[*] Trial 0: 24660.3125
[*] Trial 1: 21661.6875
[*] Trial 2: 12651.625
[*] Trial 3: 12648.875
[*] Trial 4: 12648.875
[*] Trial 5: 2649.9375
[*] Trial 6: 2649.9375
[*] Trial 7: 1647.3125
[*] Trial 8: 1647.3125
[*] Trial 9: 1646.9375
[*] Trial 10: 1646.9375
[*] Trial 11: 1646.9375
[*] Trial 12: 1646.9375
[*] Trial 13: 1646.9375
[*] Trial 14: 1646.9375
[*] Trial 15: 1644.875
[*] Trial 16: 1644.875
[*] Trial 17: 1644.875
[*] Trial 18: 1644.875
[*] Trial 19: 1642.6875
[*] Trial 20: 1642.6875
[*] Trial 21: 1642.6875
[*] Trial 22: 1642.6875
[*] Trial 23: 1642.6875
[*] Trial 24: 1642.6875
[*] Trial 25: 1642.6875
[*] Trial 26: 1642.6875
[*] Trial 27: 1642.6875
[*] Trial 28: 1642.6875
[*] Trial 29: 1642.6875
[*] Trial 30: 1642.6875
[*] Trial 31: 1642.6875
[*] Trial 32: 1642.6875
[*] Trial 33: 1642.6875
[*] Trial 34: 1642.6875
[*] Trial 35: 1642.6875
[*] Trial 36: 1642.6875
[*] Trial 37: 1642.6875
[*] Trial 38: 1642.6875
[*] Trial 39: 1642.6875
[*] Trial 40: 1642.6875
[*] Trial 41: 1642.6875
[*] Trial 42: 1642.6875
[*] Trial 43: 1642.6875
[*] Trial 44: 1642.6875
[*] Trial 45: 1642.6875
[*] Trial 46: 1642.6875
[*] Trial 47: 1642.6875
[*] Trial 48: 1642.6875
[*] Trial 49: 1642.6875
[*] min objective value:
1642.6875
