[*] Running ACS optimization...
[*] Training with 30 students
[*] Trial 0: 14667.75
[*] Trial 1: 14655.3125
[*] Trial 2: 14655.3125
[*] Trial 3: 14655.3125
[*] Trial 4: 14655.3125
[*] Trial 5: 14655.3125
[*] Trial 6: 14655.3125
[*] Trial 7: 3658.6875
[*] Trial 8: 3658.6875
[*] Trial 9: 3658.6875
[*] Trial 10: 3658.6875
[*] Trial 11: 3658.6875
[*] Trial 12: 3658.6875
[*] Trial 13: 3658.6875
[*] Trial 14: 3658.6875
[*] Trial 15: 3658.6875
[*] Trial 16: 3658.6875
[*] Trial 17: 3658.6875
[*] Trial 18: 3658.6875
[*] Trial 19: 3658.6875
[*] Trial 20: 3658.6875
[*] Trial 21: 3658.6875
[*] Trial 22: 3658.6875
[*] Trial 23: 3658.6875
[*] Trial 24: 3658.6875
[*] Trial 25: 3658.6875
[*] Trial 26: 3658.6875
[*] Trial 27: 3658.6875
[*] Trial 28: 3658.6875
[*] Trial 29: 3658.6875
[*] Trial 30: 3658.6875
[*] Trial 31: 3658.6875
[*] Trial 32: 3658.6875
[*] Trial 33: 3658.6875
[*] Trial 34: 3658.6875
[*] Trial 35: 3658.6875
[*] Trial 36: 3658.6875
[*] Trial 37: 3658.6875
[*] Trial 38: 3658.6875
[*] Trial 39: 3658.6875
[*] Trial 40: 3658.6875
[*] Trial 41: 3658.6875
[*] Trial 42: 3658.6875
[*] Trial 43: 3658.6875
[*] Trial 44: 3658.6875
[*] Trial 45: 3658.6875
[*] Trial 46: 3658.6875
[*] Trial 47: 3658.6875
[*] Trial 48: 3658.6875
[*] Trial 49: 3658.6875
[*] min objective value:
3658.6875
